princeton,city_name,state_code,distance_learning,tuition,website,gpa,SAT,ACT
Saint Elizabeth Medical Center School of Radiography,Utica,NY,1,0,http://www.stemc.org,3.7,1409,32
Saint Elizabeth School of Nursing,Lafayette,IN,1,24712,http://www.steson.org,3.14,1424,32
Saint Francis Medical Center College of Nursing,Peoria,IL,0,0,http://www.sfmccon.edu/,3.23,1399,31
Saint Francis Medical Center School of Nursing,Trenton,NJ,1,0,http://www.stfrancismedical.com,3.21,1372,31
Saint Francis University,Loretto,PA,1,21698,http://www.francis.edu,3.7,1236,28
Saint Gregorys University,Shawnee,OK,1,15505,http://www.stgregorys.edu,3.58,1433,32
Saint John Fisher College,Rochester,NY,0,21315,http://www.sjfc.edu,3.24,1235,28
Saint John Vianney College Seminary,Miami,FL,1,26880,http://sjvcs.edu,3.03,1297,29
Saint John's Seminary,Brighton,MA,0,2650,http://www.sjs.edu,3.21,1318,29
Saint Johns River Community College,Palatka,FL,0,0,http://www.sjrcc.edu,3.09,1282,29
Saint Johns University,Collegeville,MN,0,23776,http://www.csbsju.edu,3.69,1257,28
Saint Joseph Seminary College,St. Benedict,LA,1,25935,http://saintjosephabbey.com/,3.08,1367,31
Saint Joseph's College of Maine,Standish,ME,1,25161,http://www.sjcme.edu,3.07,1439,32
Saint Joseph's University,Philadelphia,PA,1,34856,http://www.sju.edu,3.65,1103,25
Saint Josephs College,Rensselaer,IN,0,14090,http://www.saintjoe.edu,3.42,1386,31
Saint Josephs College-Main Campus,Brooklyn,NY,0,0,http://www.sjcny.edu,3.65,1367,31
Saint Josephs College-Suffolk Campus,Patchogue,NY,0,0,http://www.sjcny.edu,3.25,1342,30
Saint Josephs Seminary and College,Yonkers,NY,1,0,http://www.archny.org,3.51,1418,32
Saint Leo University,Saint Leo,FL,1,16441,http://www.saintleo.edu,3.69,1324,30
Saint Louis Christian College,Florissant,MO,1,10305,http://www.slcconline.edu,3.18,1188,27
Saint Louis Community College-Central Office,St Louis,MO,0,0,http://www.stlcc.edu,3.46,1262,28
Saint Louis Community College-Florissant Valley,Saint Louis,MO,0,0,http://www.stlcc.edu,3.52,1396,31
Saint Louis Community College-Forest Park,Saint Louis,MO,0,0,http://www.stlcc.edu,3.57,1333,30
Saint Louis Community College-Meramec,Kirkwood,MO,0,0,http://www.stlcc.edu,3.58,1395,31
Saint Louis Community College-Wildwood,Wildwood,MO,0,0,http://stlcc.edu,3.34,1363,30
Saint Louis University-Main Campus,Saint Louis,MO,1,32430,http://www.imagine.slu.edu,3.41,1360,30
Saint Martin's University,Lacey,WA,0,20765,http://www.stmartin.edu,3.48,1332,30
Saint Mary's College,Notre Dame,IN,1,26391,http://www.saintmarys.edu,3.68,1118,25
Saint Mary's University of Minnesota,Winona,MN,1,19439,http://www.smumn.edu,3.11,1258,28
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,0,18332,http://www.smwc.edu,3.4,1341,30
Saint Marys College of California,Moraga,CA,1,28717,http://www.stmarys-ca.edu,3.56,1383,31
Saint Meinrad Seminary and School of Theology,Saint Meinrad,IN,1,0,http://www.saintmeinrad.edu,3.43,1226,27
Saint Michael's College,Colchester,VT,0,27381,http://www.smcvt.edu,3.06,1442,32
Saint Norbert College,De Pere,WI,0,20310,http://www.snc.edu,3.39,1385,31
Saint Paul College - A Community and Technical College,Saint Paul,MN,0,0,http://www.saintpaul.edu,3.33,1448,32
Saint Paul School of Theology,Kansas City,MO,0,0,http://www.spst.edu,3.45,1171,26
Saint Pauls College,Lawrenceville,VA,0,16100,http://www.saintpauls.edu,3.39,1127,25
Saint Peter's University,Jersey City,NJ,0,16614,http://www.spc.edu,3.46,1417,32
Saint Thomas Aquinas College,Sparkill,NY,0,0,http://www.stac.edu,3.39,1394,31
Saint Vincent College,Latrobe,PA,0,16645,http://www.stvincent.edu,3.4,1326,30
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,1,0,http://www.svdp.edu,3.36,1378,31
Saint Vincent Seminary,Latrobe,PA,1,0,http://www.saintvincentseminary.edu,3.14,1265,28
Saint Vladimirs Orthodox Theological Seminary,Crestwood,NY,1,0,http://www.svots.edu,3.48,1445,32
Saint Xavier University,Chicago,IL,1,16027,http://www.sxu.edu,3.13,1446,32
Salem College,Winston Salem,NC,1,15243,http://www.salem.edu/,3.5,1385,31
Salem Community College,Carneys Point,NJ,0,0,http://www.salemcc.edu,3.12,1377,31
Salem State College,Salem,MA,0,0,http://www.salemstate.edu,3.56,1190,27
Salisbury University,Salisbury,MD,0,0,http://www.salisbury.edu,3.45,1400,31
Salish Kootenai College,Pablo,MT,0,0,http://www.skc.edu,3.42,1235,28
Salt Lake Community College,Salt Lake City,UT,0,0,http://www.slcc.edu,3.54,1321,30
Salus University,Elkins Park,PA,0,0,http://www.pco.edu,3.16,1224,27
Salve Regina University,Newport,RI,0,28852,http://www.salve.edu,3.26,1374,31
Sam Houston State University,Huntsville,TX,0,0,http://www.shsu.edu/,3.41,1338,30
Samaritan Hospital School of Nursing,Troy,NY,0,0,http://www.nehealth.com,3.27,1154,26
Samford University,Birmingham,AL,0,22506,http://www.samford.edu,3.41,1363,30
Sampson Community College,Clinton,NC,0,0,http://www.sampsoncc.edu,3.13,1266,28
Samra University of Oriental Medicine,Los Angeles,CA,0,0,http://samra.edu,3.2,1224,27
Samuel Merritt College,Oakland,CA,0,0,http://www.samuelmerritt.edu,3.18,1226,27
San Antonio College,San Antonio,TX,0,0,http://www.accd.edu/sac/sacmain/sac.html,3.23,1408,32
San Bernardino Community College District,San Bernardino,CA,0,0,http://www.sbccd.cc.ca.us,3.32,1226,27
San Bernardino Valley College,San Bernardino,CA,0,0,http://www.valleycollege.edu,3.43,1311,29
San Diego Christian College,El Cajon,CA,1,23535,http://www.sdcc.edu,3.68,1287,29
San Diego City College,San Diego,CA,0,0,http://www.sdcity.edu/,3.67,1331,30
San Diego Community College District-District Office,San Diego,CA,0,0,http://www.sdccd.edu,3.61,1210,27
San Diego Mesa College,San Diego,CA,0,0,http://www.sdmesa.edu/,3.34,1313,29
San Diego Miramar College,San Diego,CA,0,0,http://www.sdmiramar.edu/,3.52,1407,31
San Diego State University,San Diego,CA,0,0,http://www.sdsu.edu,3.25,1151,26
San Diego State University-Imperial Valley Campus,Calexico,CA,0,0,http://www.ivcampus.sdsu.edu,3.34,1110,25
San Francisco Art Institute,San Francisco,CA,0,0,http://www.sfai.edu,3.49,1167,26
San Francisco Conservatory of Music,San Francisco,CA,0,0,http://www.sfcm.edu,3.2,1142,25
San Francisco State University,San Francisco,CA,0,0,http://www.sfsu.edu,3.37,1197,27
San Francisco Theological Seminary,San Anselmo,CA,0,0,http://www.sfts.edu,3.52,1186,26
San Jacinto Community College,Pasadena,TX,0,0,http://www.sjcd.edu,3.08,1150,26
San Jacinto Community College District,Pasadena,TX,0,0,http://www.sjcd.edu,3.35,1220,27
San Joaquin College of Law,Clovis,CA,0,0,http://www.sjcl.edu,3.32,1275,28
San Joaquin Delta College,Stockton,CA,0,0,http://www.deltacollege.edu,3.59,1278,29
San Joaquin Valley College-Bakersfield,Bakersfield,CA,0,0,http://www.sjvc.edu,3.64,1405,31
San Joaquin Valley College-Corporate Office,Visalia,CA,0,0,http://www.sjvc.edu,3.09,1416,32
San Joaquin Valley College-Fresno,Fresno,CA,0,0,http://www.sjvc.edu,3.48,1273,28
San Joaquin Valley College-Fresno Aviation Campus,Fresno,CA,0,0,http://www.sjvc.edu,3.53,1425,32
San Joaquin Valley College-Modesto Campus,Modesto,CA,0,0,http://www.sjvc.edu,3.08,1246,28
San Joaquin Valley College-Online,Visalia,CA,0,0,http://www.sjvconline.edu,3.69,1240,28
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,0,0,http://www.sjvc.edu,3.57,1359,30
San Joaquin Valley College-Rancho Cucamonga,Rancho Cucamonga,CA,0,0,http://sjvc.edu,3.05,1399,31
San Joaquin Valley College-Visalia,Visalia,CA,0,0,http://www.sjvc.edu,3.35,1300,29
San Jose City College,San Jose,CA,0,0,http://www.sjcc.edu,3.64,1383,31
San Jose State University,San Jose,CA,0,0,http://www.sjsu.edu,3.45,1302,29
San Jose-Evergreen Community College District,San Jose,CA,0,0,http://www.sjeccd.org,3.33,1250,28
San Juan Bautista School of Medicine,Caguas,PR,0,0,http://www.sanjuanbautista.edu,3.55,1225,27
San Juan College,Farmington,NM,0,0,http://www.sanjuancollege.edu,3.31,1297,29
San Mateo County Community College District Office,San Mateo,CA,0,0,http://www.smccd.edu,3.63,1409,32
Sandersville Technical College,Sandersville,GA,0,0,http://www.sandersvilletech.edu,3.07,1269,28
Sandhills Community College,Pinehurst,NC,0,0,http://www.sandhills.edu,3.07,1301,29
Sanford-Brown College,Fenton,MO,0,0,http://www.sanford-browncollege.com,3.38,1265,28
Sanford-Brown College,Houston,TX,0,0,http://www.careered.com,3.49,1427,32
Sanford-Brown College,West Allis,WI,0,0,http://www.sbcmilwaukee.com,3.22,1391,31
Sanford-Brown College,Sain Peters,MO,0,0,,3.35,1255,28
Sanford-Brown College,Vienna,VA,0,0,http://www.gibbsva.com,3.61,1235,28
Sanford-Brown College,Hazelwood,MO,0,0,http://www.sanford-browncollege.com,3.26,1291,29
Sanford-Brown Institute,Tampa,FL,0,0,http://www.sbi-tampa.com,3.11,1331,30
Sanford-Brown Institute,Pittsburgh,PA,0,0,http://western-school.com,3.1,1286,29
Sanford-Brown Institute Monroeville Campus,Pittsburgh,PA,0,0,http://www.westernschool.com,3.45,1292,29
Santa Ana College,Santa Ana,CA,0,0,http://www.sac.edu,3.3,1392,31
Santa Barbara Business College,Ventura,CA,0,0,http://www.sbbcollege.edu,3.65,1247,28
Santa Barbara Business College,Bakersfield,CA,0,0,http://sbbcollege.edu,3.12,1419,32
Santa Barbara Business College,Santa Maria,CA,0,0,http://sbbcollege.edu,3.44,1248,28
Santa Barbara City College,Santa Barbara,CA,0,0,http://www.sbcc.edu,3.7,1379,31
Santa Clara University,Santa Clara,CA,1,33890,http://www.scu.edu,3.18,1420,32
Santa Fe College,Gainesville,FL,0,0,http://www.sfcc.edu,3.56,1317,29
Santa Fe Community College,Santa Fe,NM,0,0,http://www.sfccnm.edu,3.28,1142,25
Santa Monica College,Santa Monica,CA,0,0,http://www.smc.edu,3.25,1367,31
Santa Rosa Junior College,Santa Rosa,CA,0,0,http://www.santarosa.edu,3.27,1241,28
Santiago Canyon College,Orange,CA,0,0,http://www.sccollege.edu,3.43,1284,29
Sarah Lawrence College,Bronxville,NY,0,0,http://www.slc.edu,3.46,1271,28
Sauk Valley Community College,Dixon,IL,0,0,http://www.svcc.edu,3.65,1365,31
Savannah College of Art and Design,Savannah,GA,0,0,http://www.scad.edu,3.68,1153,26
Savannah River College,Augusta,GA,0,0,http://www.savannahrivercollege.edu,3.01,1289,29
Savannah State University,Savannah,GA,0,0,http://www.savstate.edu/,3.48,1374,31
Savannah Technical College,Savannah,GA,0,0,http://www.savannahtech.edu,3.56,1162,26
Saybrook Graduate School and Research Center,San Francisco,CA,0,0,http://www.saybrook.edu,3.28,1192,27
Schenectady County Community College,Schenectady,NY,0,0,http://www.sunysccc.edu,3.48,1441,32
School for International Training,Brattleboro,VT,0,0,http://www.sit.edu,3.36,1339,30
School of Advertising Art Inc,Kettering,OH,0,0,http://saacollege.com,3.38,1437,32
School of Communication Arts,Raleigh,NC,0,0,http://higherdigitaleducation.com,3.49,1449,32
School of the Art Institute of Chicago,Chicago,IL,0,0,http://www.saic.edu,3.35,1252,28
School of the Museum of Fine Arts-Boston,Boston,MA,0,0,http://www.smfa.edu,3.55,1253,28
School of Visual Arts,New York,NY,0,0,http://www.sva.edu,3.39,1182,26
Schoolcraft College,Livonia,MI,0,0,http://www.schoolcraft.edu,3.42,1389,31
Schreiner University,Kerrville,TX,0,18713,http://www.schreiner.edu,3.06,1129,25
Schuylkill Institute of Business Technology,Pottsville,PA,0,0,http://www.sibt.edu,3.22,1242,28
Scottsdale Community College,Scottsdale,AZ,0,0,http://www.sc.maricopa.edu,3.16,1419,32
Scottsdale Culinary Institute,Scottsdale,AZ,0,0,http://www.scichefs.com,3.01,1389,31
Scripps College,Claremont,CA,0,0,http://www.scrippscollege.edu,3.48,1203,27
Seabury-Western Theological Seminary,Chicago,IL,0,0,http://www.seabury.edu/,3.11,1428,32
Seattle Community College-Central Campus,Seattle,WA,0,0,http://www.seattlecentral.org,3.62,1174,26
Seattle Community College-North Campus,Seattle,WA,0,0,http://www.northseattle.edu,3.42,1104,25
Seattle Community College-South Campus,Seattle,WA,0,0,http://southseattle.edu,3.05,1173,26
Seattle Institute of Oriental Medicine,Seattle,WA,0,0,http://www.siom.edu,3.31,1379,31
Seattle Pacific University,Seattle,WA,0,24151,http://www.spu.edu,3.58,1307,29
Seattle University,Seattle,WA,1,29020,http://www.seattleu.edu,3.28,1383,31
Selma University,Selma,AL,1,5260,http://selmauniversity.org,3.65,1443,32
Seminario Evangelico de Puerto Rico,San Juan,PR,1,0,http://www.se-pr.edu,3.14,1371,31
Seminary of the Immaculate Conception,Huntington,NY,0,0,http://www.icseminary.edu,3.52,1284,29
Seminole Community College,Sanford,FL,0,0,http://www.scc-fl.edu/,3.44,1352,30
Seminole State College,Seminole,OK,0,0,http://www.sscok.edu,3.29,1420,32
Seton Hall University,South Orange,NJ,1,26691,http://www.shu.edu,3.48,1325,30
Seton Hill University,Greensburg,PA,1,19852,http://www.setonhill.edu,3.07,1330,30
Sewanee-The University of the South,Sewanee,TN,1,23851,http://www.sewanee.edu,3.46,1282,29
Seward County Community College and Area Technical School,Liberal,KS,0,0,http://www.sccc.edu,3.47,1100,25
Sh'or Yoshuv Rabbinical College,Lawrence,NY,0,0,,3.31,1176,26
Shasta Bible College and Graduate School,Redding,CA,1,18852,http://www.shasta.edu,3.24,1293,29
Shasta College,Redding,CA,0,0,http://www.shastacollege.edu,3.43,1177,26
Shaw University,Raleigh,NC,1,16329,http://www.shawu.edu,3.21,1335,30
Shawnee Community College,Ullin,IL,0,0,http://www.shawneecc.edu,3.02,1351,30
Shawnee State University,Portsmouth,OH,0,0,http://www.shawnee.edu,3.66,1276,29
Shelton State Community College,Tuscaloosa,AL,0,0,http://www.sheltonstate.edu,3.6,1143,25
Shenandoah University,Winchester,VA,1,25592,http://www.su.edu,3.18,1449,32
Shepherd University,Shepherdstown,WV,0,0,http://www.shepherd.edu,3.04,1174,26
Shepherds Theological Seminary,Cary,NC,0,0,http://shepherds.edu,3.39,1253,28
Sheridan College,Sheridan,WY,0,0,http://www.sheridan.edu,3.13,1186,26
Sherman College of Straight Chiropractic,Spartanburg,SC,0,0,http://www.sherman.edu,3.26,1284,29
Shimer College,Chicago,IL,0,0,http://www.shimer.edu,3.28,1347,30
Shippensburg University of Pennsylvania,Shippensburg,PA,0,0,http://www.ship.edu,3.2,1450,32
Shoreline Community College,Shoreline,WA,0,0,http://www.shoreline.edu,3.32,1412,32
Shorter University,Rome,GA,1,14599,http://www.shorter.edu,3.33,1213,27
Shorter University-College of Adult & Professional Programs,Atlanta,GA,1,26100,http://www.shorter.edu/pro_studies/professional_home.htm,3.41,1280,29
Siena College,Loudonville,NY,0,25734,http://www.siena.edu,3.35,1174,26
Siena Heights University,Adrian,MI,1,15026,http://www.sienaheights.edu,3,1210,27
Sierra College,Rocklin,CA,0,0,http://www.sierracollege.edu,3.45,1269,28
Sierra Nevada College,Incline Village,NV,0,0,http://www.sierranevada.edu,3.61,1310,29
Silicon Valley University,San Jose,CA,0,0,http://www.svuca.edu,3.16,1199,27
Silver Lake College of the Holy Family,Manitowoc,WI,1,14174,http://www.sl.edu/,3.04,1335,30
Simmons College,Boston,MA,0,0,http://www.simmons.edu,3.1,1282,29
Simmons College of Kentucky,Louisville,KY,1,0,http://www.simmonscollegeky.edu,3.04,1127,25
Simmons Institute of Funeral Service Inc,Syracuse,NY,0,0,http://www.simmonsinstitute.com,3.4,1247,28
Simpson College,Indianola,IA,1,19044,http://www.simpson.edu,3.19,1145,26
Simpson University,Redding,CA,1,17207,http://www.simpsonu.edu,3.09,1319,29
Sinclair Community College,Dayton,OH,0,0,http://www.sinclair.edu,3.19,1239,28
Sinte Gleska University,Mission,SD,0,0,http://www.sintegleska.edu,3.34,1155,26
Sioux Falls Seminary,Sioux Falls,SD,1,0,http://www.sfseminary.edu,3.66,1163,26
Sisseton Wahpeton College,Agency Village,SD,0,0,http://www.swc.tc,3.3,1251,28
Sistema Universitario Ana G Mendez,Rio Piedras,PR,0,0,http://www.suagm.edu,3.08,1217,27
Sitting Bull College,Fort Yates,ND,0,0,http://www.sittingbull.edu,3.51,1162,26
Skagit Valley College,Mount Vernon,WA,0,0,http://www.skagit.edu,3.26,1215,27
Skidmore College,Saratoga Springs,NY,0,0,http://www.skidmore.edu,3.56,1218,27
Skyline College,San Bruno,CA,0,0,http://skylinecollege.edu,3.35,1107,25
Slippery Rock University of Pennsylvania,Slippery Rock,PA,0,0,http://www.sru.edu,3.16,1349,30
Smith College,Northampton,MA,0,0,http://www.smith.edu,3.13,1337,30
Snead State Community College,Boaz,AL,0,0,http://www.snead.edu,3.34,1134,25
Snow College,Ephraim,UT,0,0,http://www.snow.edu,3.4,1324,30
Sojourner-Douglass College,Baltimore,MD,0,0,http://www.sdc.edu,3.41,1168,26
Soka University of America,Aliso Viejo,CA,0,0,http://www.soka.edu,3.1,1140,25
Solano Community College,Fairfield,CA,0,0,http://www.solano.edu,3.33,1144,26
Somerset Christian College,Zarephath,NJ,1,11570,http://www.somerset.edu,3.2,1429,32
Somerset Community College,Somerset,KY,0,0,http://www.somerset.kctcs.edu/,3.13,1405,31
Sonoma State University,Rohnert Park,CA,0,0,http://www.sonoma.edu,3.18,1295,29
South Arkansas Community College,El Dorado,AR,0,0,http://www.southark.edu,3.52,1184,26
South Baylo University,Anaheim,CA,0,0,http://www.southbaylo.edu,3.57,1229,27
South Carolina State University,Orangeburg,SC,0,0,http://www.scsu.edu,3.58,1173,26
South Central College,North Mankato,MN,0,0,http://www.southcentral.edu,3.65,1298,29
South Coast College,Orange,CA,0,0,http://southcoastcollege.com,3.31,1430,32
South College,Knoxville,TN,0,0,http://www.southcollegetn.edu,3.54,1296,29
South College-Asheville,Asheville,NC,0,0,http://www.southcollegenc.com,3.26,1252,28
South Dakota School of Mines and Technology,Rapid City,SD,0,0,http://www.sdsmt.edu,3.21,1322,30
South Dakota State University,Brookings,SD,0,0,http://www3.sdstate.edu,3.63,1295,29
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,1,11315,http://www.sfbc.edu,3.62,1334,30
South Florida Community College,Avon Park,FL,0,0,http://www.southflorida.edu,3.7,1127,25
South Georgia College,Douglas,GA,0,0,http://www.sgc.edu,3.44,1136,25
South Georgia Technical College,Americus,GA,0,0,http://www.southgatech.edu,3.47,1133,25
South Hills School of Business & Technology,State College,PA,0,0,http://www.southhills.edu,3.04,1150,26
South Louisiana Community College,Lafayette,LA,0,0,http://www.slcc.cc.la.us,3.46,1411,32
South Mountain Community College,Phoenix,AZ,0,0,http://www.southmountaincc.edu,3.16,1235,28
South Orange County Community College District,Mission Viejo,CA,0,0,http://www.socccd.org,3.3,1131,25
South Piedmont Community College,Polkton,NC,0,0,http://www.spcc.edu,3.62,1273,28
South Plains College,Levelland,TX,0,0,http://www.southplainscollege.edu/website/home.php3,3.41,1133,25
South Puget Sound Community College,Olympia,WA,0,0,http://www.spscc.ctc.edu,3.36,1361,30
South Suburban College,South Holland,IL,0,0,http://www.southsuburbancollege.edu,3.43,1389,31
South Texas College,McAllen,TX,0,0,http://www.southtexascollege.edu,3.33,1125,25
South Texas College of Law,Houston,TX,0,0,http://www.stcl.edu,3.28,1174,26
South University,Columbia,SC,0,0,http://www.southuniversity.edu,3.59,1302,29
South University-Montgomery,Montgomery,AL,0,0,http://southuniversity.edu,3.14,1168,26
South University-Savannah,Savannah,GA,0,0,http://www.southuniversity.edu,3.31,1364,31
South University-Tampa,Tampa,FL,0,0,http://www.southuniversity.edu,3.64,1105,25
South University-West Palm Beach,West Palm Beach,FL,0,0,http://www.southuniversity.edu,3.06,1284,29
Southcentral Kentucky Community and Technical College,Bowling Green,KY,0,0,http://www.bowlinggreen.kctcs.edu,3.4,1414,32
Southeast Arkansas College,Pine Bluff,AR,0,0,http://www.seark.edu,3.08,1121,25
Southeast Community College Area,Lincoln,NE,0,0,http://www.southeast.edu,3.47,1246,28
Southeast Kentucky Community and Technical College,Cumberland,KY,0,0,http://www.southeast.kctcs.edu,3.13,1290,29
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,0,0,http://www.southeastmissourihospital.com/college,3.35,1237,28
Southeast Missouri State University,Cape Girardeau,MO,0,0,http://www.semo.edu,3.09,1164,26
Southeast Technical Institute,Sioux Falls,SD,0,0,http://www.southeasttech.edu,3.26,1349,30
Southeastern Baptist College,Laurel,MS,0,5313,http://www.southeasternbaptist.edu,3.54,1275,28
Southeastern Bible College,Birmingham,AL,0,0,http://www.sebc.edu,3.37,1319,29
Southeastern College-Greenacres,Greenacres,FL,0,0,http://www.sec.edu/,3.17,1108,25
Southeastern Community College,West Burlington,IA,0,0,http://www.scciowa.edu,3.45,1149,26
Southeastern Community College,Whiteville,NC,0,0,http://www.sccnc.edu,3.03,1382,31
Southeastern Illinois College,Harrisburg,IL,0,0,http://www.sic.edu,3.32,1266,28
Southeastern Louisiana University,Hammond,LA,0,0,http://www.selu.edu,3.08,1337,30
Southeastern Oklahoma State University,Durant,OK,0,0,http://www.sosu.edu,3.09,1262,28
Southeastern Technical College,Vidalia,GA,0,0,http://www.southeasterntech.edu,3.52,1286,29
Southeastern University,Lakeland,FL,1,17300,http://www.seuniversity.edu,3.22,1227,27
Southeastern University,Washington,DC,0,0,http://www.southeastern.edu/,3.25,1437,32
Southern Adventist University,Collegedale,TN,1,19376,http://www.southern.edu,3.36,1369,31
Southern Arkansas University Main Campus,Magnolia,AR,0,0,http://www.saumag.edu,3.19,1342,30
Southern Arkansas University Tech,Camden,AR,0,0,http://www.sautech.edu,3.64,1214,27
Southern California College of Optometry,Fullerton,CA,0,0,http://www.scco.edu,3.37,1179,26
Southern California Institute of Architecture,Los Angeles,CA,0,0,http://www.sciarc.edu,3.65,1289,29
Southern California Institute of Technology,Anaheim,CA,0,0,http://www.scit-scu.edu,3.43,1321,30
Southern California Seminary,El Cajon,CA,0,24002,http://www.socalsem.edu,3.23,1152,26
Southern California University of Health Sciences,Whittier,CA,0,0,http://www.scuhs.edu,3.66,1342,30
Southern College of Optometry,Memphis,TN,0,0,http://www.sco.edu,3.52,1311,29
Southern Connecticut State University,New Haven,CT,0,0,http://www.southernct.edu,3.15,1230,27
Southern Illinois University Carbondale,Carbondale,IL,0,0,http://www.siuc.edu,3.66,1186,26
Southern Illinois University Edwardsville,Edwardsville,IL,0,0,http://www.siue.edu,3.11,1327,30
Southern Illinois University-Systems Office,Carbondale,IL,0,0,http://www.siu.edu,3.69,1256,28
Southern Maine Community College,South Portland,ME,0,0,http://www.smccme.edu,3.4,1316,29
Southern Methodist University,Dallas,TX,1,29140,http://www.smu.edu,3.15,1320,30
Southern Nazarene University,Bethany,OK,1,18284,http://snu.edu,3.35,1289,29
Southern New England School of Law,North Dartmouth,MA,0,0,http://www.snesl.edu,3.43,1399,31
Southern New Hampshire University,Manchester,NH,0,0,http://www.snhu.edu,3.47,1159,26
Southern Oregon University,Ashland,OR,0,0,http://www.sou.edu,3.54,1440,32
Southern Polytechnic State University,Marietta,GA,0,0,http://www.spsu.edu,3.5,1236,28
Southern State Community College,Hillsboro,OH,0,0,http://www.sscc.edu,3.03,1242,28
Southern Technical College,Orlando,FL,0,0,http://www.southerntech.edu,3.66,1434,32
Southern Union State Community College,Wadley,AL,0,0,http://www.suscc.edu,3.17,1165,26
Southern University and A & M College,Baton Rouge,LA,0,0,http://www.subr.edu,3.06,1299,29
Southern University at New Orleans,New Orleans,LA,0,0,http://www.suno.edu,3.27,1122,25
Southern University at Shreveport,Shreveport,LA,0,0,http://www.susla.edu,3.66,1272,28
Southern University Law Center,Baton Rouge,LA,0,0,,3.52,1172,26
Southern University-Board and System,Baton Rouge,LA,0,0,http://www.sus.edu,3.29,1275,28
Southern Utah University,Cedar City,UT,0,0,http://www.suu.edu,3.01,1152,26
Southern Vermont College,Bennington,VT,0,0,http://www.svc.edu,3.52,1414,32
Southern Virginia University,Buena Vista,VA,0,0,http://www.southernvirginia.edu,3.19,1101,25
Southern Wesleyan University,Central,SC,1,14910,http://www.swu.edu.,3.49,1291,29
Southern West Virginia Community and Technical College,Mount Gay,WV,0,0,http://www.southern.wvnet.edu,3.34,1323,30
Southside Virginia Community College,Alberta,VA,0,0,http://www.southside.edu,3.02,1348,30
Southwest Acupuncture College-Albuquerque,Albuquerque,NM,0,0,http://www.acupuncturecollege.edu,3.3,1321,30
Southwest Acupuncture College-Boulder,Boulder,CO,0,0,http://www.acupuncturecollege.edu,3.68,1133,25
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,0,0,http://www.acupuncturecollege.edu,3.47,1416,32
Southwest Baptist University,Bolivar,MO,1,15588,http://www.sbuniv.edu,3.39,1322,30
Southwest College of Naturopathic Medicine & Health Sciences,Tempe,AZ,0,0,http://www.scnm.edu,3.42,1361,30
Southwest Collegiate Institute for the Deaf,Big Spring,TX,0,0,http://www.howardcollege.edu/swcid/,3.65,1103,25
Southwest Florida College,Fort Myers,FL,0,0,http://www.swfc.edu,3.4,1216,27
Southwest Georgia Technical College,Thomasville,GA,0,0,http://www.southwestgatech.edu,3,1328,30
Southwest Institute of Healing Arts,Tempe,AZ,0,0,http://swiha.edu,3.29,1189,27
Southwest Institute of Technology,Austin,TX,0,0,http://www.swse.net,3.1,1383,31
Southwest Minnesota State University,Marshall,MN,0,0,http://www.southwestmsu.edu,3.35,1393,31
Southwest Mississippi Community College,Summit,MS,0,0,http://www.smcc.edu,3.35,1110,25
Southwest Tennessee Community College,Memphis,TN,0,0,http://www.southwest.tn.edu,3.63,1115,25
Southwest Texas Junior College,Uvalde,TX,0,0,http://www.swtjc.net,3.06,1280,29
Southwest Virginia Community College,Richlands,VA,0,0,http://www.sw.edu,3.26,1370,31
Southwest Wisconsin Technical College,Fennimore,WI,0,0,http://www.swtc.edu,3.7,1289,29
Southwestern Adventist University,Keene,TX,1,18691,http://www.swau.edu/,3.57,1216,27
Southwestern Assemblies of God University,Waxahachie,TX,0,20511,http://www.sagu.edu,3.13,1337,30
Southwestern Christian College,Terrell,TX,0,4641,http://www.swcc.edu,3.5,1357,30
Southwestern Christian University,Bethany,OK,1,16851,http://www.swcu.edu,3.29,1415,32
Southwestern College,Florence,KY,0,0,http://www.swcollege.net,3.23,1141,25
Southwestern College,Santa Fe,NM,0,0,http://www.swc.edu,3.35,1413,32
Southwestern College,Franklin,OH,0,0,http://www.swcollege.net,3.5,1341,30
Southwestern College,Cincinnati,OH,0,0,http://www.swcollege.net,3.34,1397,31
Southwestern College,Cincinnati,OH,0,0,http://www.swcollege.net/c_cincinnati_oh.php,3.05,1192,27
Southwestern College,Chula Vista,CA,0,0,http://www.swccd.edu,3.14,1387,31
Southwestern College,Winfield,KS,0,19359,http://www.sckans.edu,3.58,1192,27
Southwestern College,Dayton,OH,0,0,http://swcollege.net,3.37,1157,26
Southwestern Community College,Creston,IA,0,0,http://www.swcciowa.edu,3.19,1205,27
Southwestern Community College,Sylva,NC,0,0,http://www.southwesterncc.edu,3.43,1358,30
Southwestern Illinois College,Belleville,IL,0,0,http://www.swic.edu,3.03,1198,27
Southwestern Indian Polytechnic Institute,Albuquerque,NM,0,0,http://www.sipi.bia.edu,3.62,1211,27
Southwestern Law School,Los Angeles,CA,0,0,http://www.swlaw.edu,3.28,1337,30
